date,btc_market_cap,btc_dominance,btc_volume,btc_close,usdt_market_cap,altcoin_season_index
2024-11-01,1390195908292.9321,58.24,45907074188.570145,70264.99735573279,575.5827350716986,25
2024-11-02,1374687306836.925,56.38937590597526,54863092261.31101,69507.92256395647,572.9178309294414,50
2024-11-03,1370516856365.7996,59.73,14709379754.965973,69299.16036699413,568.1788705867822,25
2024-11-04,1362302032218.0198,56.908110915819066,37659435506.757034,68803.50626277467,557.9719388092819,25
2024-11-05,1340192510479.9568,57.43,46183110993.79166,67793.29782704762,552.0002698236904,25
2024-11-06,1370963795352.6948,56.79535834124264,40025021601.49395,69335.42553133758,563.1815855751432,25
2024-11-07,1496392703840.9058,51.63,128492534668.23851,75620.88606963192,591.1691503275006,75
2024-11-08,1502620808927.6982,56.15953742903136,66590396087.4524,75987.24178320667,598.6118114741502,75
2024-11-09,1514048743889.1255,55.72,50687468387.720375,76550.0213845611,598.0540120171064,50
2024-11-10,1519470275068.1016,55.0478799562556,31430906055.796104,76630.22631415377,623.0345147169824,75
2024-11-11,1590846468754.067,52.39,93473126207.67865,80466.71654833542,628.4982208915301,75
2024-11-12,1756619702929.0437,56.24273966400487,133959805308.72511,88637.42000322911,655.001920202732,75
2024-11-13,1741113172482.1243,52.5,152356811694.44943,88264.59974582895,629.1405449090754,75
2024-11-14,1790737763695.3328,57.35982973537893,136046309843.60645,90488.10007497849,620.6711241408003,25
2024-11-15,1726797438787.217,58.99,99649391847.08359,87407.51273710128,620.7149581494238,25
2024-11-16,1799276211921.9302,57.19337036388244,84382485697.84985,90947.97509443703,618.5720978479429,25
2024-11-17,1790415769635.4927,54.68,49255174407.368774,90606.45489380708,622.5200094288792,50
2024-11-18,1776887033229.9082,56.43927103810257,48556083101.64749,89841.47194135105,617.8473040647104,25
2024-11-19,1790917617392.4407,56.54,77391724184.19348,90534.62459650292,619.6636009849202,50
2024-11-20,1825195454018.501,56.55880993280674,80493234958.49161,92251.65240738312,615.9180341474424,25
2024-11-21,1862618759426.145,56.87,80747272080.24826,94217.02229634205,607.2954246379498,50
2024-11-22,1948284556982.0486,57.12033006665147,118163852022.3175,98509.11859102432,623.5047261063257,75
2024-11-23,1958091000957.8345,56.5,85746174563.98602,98927.49494553401,633.0202588832259,50
2024-11-24,1931255637661.502,55.50230388895512,47414200206.70341,97679.46381643033,651.5324156029599,50
2024-11-25,1939446484727.4285,54.98,50665680246.86775,98015.9355289458,661.6867306484445,75
2024-11-26,1838788677873.8657,54.771462192462316,89476321216.0935,93004.70093103287,635.2624284539559,75
2024-11-27,1819990514406.0881,55.05,97389239315.52954,91931.83077291827,613.7254260217858,75
2024-11-28,1899088665519.225,54.40312851321726,81469353259.75,95981.18057210564,645.1514917318507,75
2024-11-29,1892297852304.72,54.42,49067932024.40325,95661.59595817851,654.5913158519834,75
2024-11-30,1926826079390.2441,54.08411768802998,74670031635.5065,97453.2473451042,654.771684845135,75
2024-12-01,1910022814269.8855,53.01,43580019720.720634,96513.14234698225,655.0341088639733,75
2024-12-02,1925808416477.5068,53.06907980120511,49147687432.565895,97311.70719084324,655.7348886381908,75
2024-12-03,1896576914275.523,52.2,101019861361.49252,95833.1362300365,647.1199397363577,75
2024-12-04,1900922167493.3643,51.69882260641309,87935752287.975,96031.63097759831,740.0349367441655,75
2024-12-05,1957276192604.2603,50.56,98230784298.0459,98881.4694561823,736.4426842404933,75
