date,funding_rate,long_liquidations,short_liquidations,open_interest,long_short_ratio,etf_flow
2020-04-08,,0.0,0.0,1770852343.0,,
2020-04-09,,0.0,0.0,1781095668.0,,
2020-04-10,,0.0,0.0,1839607077.0,,
2020-04-11,,0.0,0.0,1848908887.0,,
2020-04-12,,0.0,0.0,1915177920.0,,
2020-04-13,,0.0,0.0,1930883201.0,,
2020-04-14,,0.0,0.0,1964788781.0,,
2020-04-15,,0.0,0.0,1972845098.0,,
2020-04-16,,0.0,0.0,2108132638.0,,
2020-04-17,,0.0,0.0,1875030941.0,,
2020-04-18,,0.0,0.0,1992015156.0,,
2020-04-19,,0.0,0.0,2051950305.0,,
2020-04-20,,0.0,0.0,2025330399.0,,
2020-04-21,,0.0,0.0,2108910210.0,,
2020-04-22,,0.0,0.0,2172423536.0,,
2020-04-23,,0.0,0.0,2196128787.0,,
2020-04-24,,0.0,0.0,2042882829.0,,
2020-04-25,,0.0,0.0,2019767547.0,,
2020-04-26,,0.0,0.0,2072496828.0,,
2020-04-27,,0.0,0.0,2127921253.0,,
2020-04-28,,0.0,0.0,2154783817.0,,
2020-04-29,,0.0,0.0,2212795358.0,,
2020-04-30,,0.0,0.0,1698792699.0,,
2020-05-01,,0.0,0.0,2257119386.0,,
2020-05-02,,0.0,0.0,2295965500.0,,
