timestamp,open,high,low,close,volume
2026-05-08 05:00:00,79648.8,79651.9,79601.0,79648.8,3.52027505
2026-05-08 06:00:00,79648.7,79743.9,79460.7,79580.4,19.90017256
2026-05-08 07:00:00,79580.4,79623.8,79285.6,79315.6,29.71288556
2026-05-08 08:00:00,79315.6,79713.6,79233.8,79706.5,17.642599060000002
2026-05-08 09:00:00,79706.4,79985.0,79700.0,79984.9,18.38732856
2026-05-08 10:00:00,79985.0,80036.3,79777.0,79809.9,24.01578949
2026-05-08 11:00:00,79809.8,80300.0,79806.8,80215.0,26.51200171
2026-05-08 12:00:00,80215.0,80300.0,80134.6,80235.1,27.40118971
2026-05-08 13:00:00,80240.2,80465.8,79648.8,79673.0,45.38544679
2026-05-08 14:00:00,79673.0,79948.8,79529.9,79911.8,83.44469472
2026-05-08 15:00:00,79911.8,80394.6,79801.2,79857.1,57.9921357
2026-05-08 16:00:00,79857.0,80167.5,79617.9,79956.9,38.856586750000005
2026-05-08 17:00:00,79956.8,80005.0,79730.0,79829.3,62.07621082
2026-05-08 18:00:00,79829.3,80238.2,79829.3,80193.2,77.0792757
2026-05-08 19:00:00,80193.2,80267.0,79943.4,80043.3,205.44546225
2026-05-08 20:00:00,80043.2,80224.8,80005.8,80224.0,49.55972706
2026-05-08 21:00:00,80218.9,80275.8,80075.7,80131.3,185.72937595
2026-05-08 22:00:00,80131.3,80363.5,80131.3,80363.5,29.051719419999998
2026-05-08 23:00:00,80363.5,80400.0,80218.6,80218.6,51.276479820000006
2026-05-09 00:00:00,80218.7,80242.9,80106.8,80141.0,78.40952634000001
2026-05-09 01:00:00,80141.0,80300.0,80124.0,80300.0,27.1492985
2026-05-09 02:00:00,80300.0,80440.7,80245.9,80433.8,26.24190295
2026-05-09 03:00:00,80433.9,80472.7,80368.8,80440.7,10.867114439999998
2026-05-09 04:00:00,80428.1,80653.8,80310.1,80565.9,24.07878888
2026-05-09 05:00:00,80572.0,80572.0,80351.2,80369.2,18.21365811
2026-05-09 06:00:00,80369.3,80450.0,80363.3,80385.3,33.968829570000004
2026-05-09 07:00:00,80385.3,80385.3,80132.4,80159.0,17.36894302
2026-05-09 08:00:00,80159.0,80383.8,80159.0,80383.7,13.680191270000002
2026-05-09 09:00:00,80383.8,80423.3,80336.6,80336.6,26.04345973
2026-05-09 10:00:00,80336.7,80336.7,80175.5,80202.9,56.70665725
2026-05-09 11:00:00,80202.9,80323.1,80188.0,80313.2,52.69684531
2026-05-09 12:00:00,80313.2,80358.3,80293.9,80301.4,47.61047053
2026-05-09 13:00:00,80299.3,80417.3,80274.9,80417.2,60.1675618
2026-05-09 14:00:00,80417.3,80420.4,80320.0,80380.4,50.38533086
2026-05-09 15:00:00,80380.4,80380.4,80243.1,80276.3,17.25248129
2026-05-09 16:00:00,80276.3,80591.4,80276.3,80560.7,16.97125501
2026-05-09 17:00:00,80560.8,80800.0,80560.8,80739.5,55.96354077
2026-05-09 18:00:00,80739.5,80895.6,80700.0,80828.5,48.03326292
2026-05-09 19:00:00,80822.0,81050.0,80817.5,80881.3,33.92495009
2026-05-09 20:00:00,80881.2,80948.6,80777.7,80843.0,34.230932450000005
2026-05-09 21:00:00,80843.0,80878.7,80740.9,80859.3,30.717151960000002
2026-05-09 22:00:00,80859.3,80868.3,80725.9,80733.1,6.11977512
2026-05-09 23:00:00,80733.0,80820.0,80662.3,80709.8,36.14183362
2026-05-10 00:00:00,80709.8,80709.8,80612.1,80688.5,23.254941770000002
2026-05-10 01:00:00,80688.6,80740.3,80564.1,80611.3,34.011401889999995
2026-05-10 02:00:00,80611.3,80650.0,80561.3,80589.6,19.44515989
2026-05-10 03:00:00,80589.6,80804.0,80589.6,80763.7,16.78395771
2026-05-10 04:00:00,80763.8,80844.8,80704.4,80746.5,8.15909076
2026-05-10 05:00:00,80746.4,80819.1,80718.6,80725.8,5.32425622
2026-05-10 06:00:00,80725.8,80774.1,80669.8,80695.8,7.67182353
2026-05-10 07:00:00,80695.9,80767.5,80634.8,80731.0,18.51239661
2026-05-10 08:00:00,80730.9,80790.3,80710.0,80757.7,6.59954911
2026-05-10 09:00:00,80757.7,80886.7,80754.1,80825.6,20.69116254
2026-05-10 10:00:00,80824.2,80844.3,80710.0,80741.9,45.88694178
2026-05-10 11:00:00,80736.7,80954.1,80666.9,80907.5,59.63323107
2026-05-10 12:00:00,80903.5,80903.6,80754.3,80819.3,62.01912543
2026-05-10 13:00:00,80819.3,80924.8,80819.2,80906.6,54.40515696
2026-05-10 14:00:00,80906.7,80984.8,80896.7,80905.8,56.18011213
2026-05-10 15:00:00,80910.1,81080.2,80813.4,81038.2,117.02286979
2026-05-10 16:00:00,81038.3,81480.6,80961.2,81474.1,180.28797866000002
2026-05-10 17:00:00,81464.6,81464.7,81189.6,81335.5,98.31727171
2026-05-10 18:00:00,81335.5,81533.1,81280.0,81426.1,192.0591579
