timestamp,open,high,low,close,volume,ema_20,ema_50,ema_200,rsi_14,macd,macd_signal,macd_hist,stoch_k,stoch_d,bb_upper,bb_lower,bb_mid,bb_width,atr_14,volume_sma_20,volume_ratio,above_ema200,above_ema50,ema_bullish,macd_bullish,rsi_oversold,rsi_overbought,high_volume,future_return_1h,future_return_4h,future_return_24h,hit_tp_before_sl,signal,fear_greed_index,fear_greed_label,funding_rate,long_liquidations,short_liquidations,open_interest,long_short_ratio,etf_flow,btc_market_cap,btc_dominance,btc_volume,btc_close,usdt_market_cap,altcoin_season_index,sp500,dxy,vix,gold,hash_rate,total_btc_supply,tx_volume_usd
2025-07-27,117944.7265625,119815.59375,117859.6875,119448.4921875,54683390892.0,116622.67714669667,112095.82715298848,99553.73147820254,64.05797311916326,2335.327419579291,2651.526620423348,-316.1992008440566,43.01709660571474,42.33908833445278,122859.1778394556,112022.94794179444,117441.06289062502,0.092269514860855,2726.572366679318,74176898490.65001,0.7372024444900839,1,1,1,0,0,0,0,-3.0894,0.6065,-8.2817,0,SELL,73,Greed,0.0100506666666666,0.0,0.0,84348918710.0,0.867,,2346959472845.027,58.36,25145925063.881348,117959.54234360624,794.2867236239222,75,,,,,869131963.3112651,19898053.125,3373298830.617135
2025-07-28,119457.5234375,119819.7890625,117441.4375,117924.4765625,64822943193.0,116746.65804343986,112324.401639636,99736.52496162838,57.87845648729064,2161.487441388934,2553.518784616465,-392.0313432275311,48.41650082460258,42.98588296786775,121547.61891132752,114231.92718242251,117889.77304687502,0.0620553550984967,2701.699452095081,75203935443.95001,0.8619621142209102,1,1,1,0,0,0,0,-3.9045,4.5958,-6.6657,0,HOLD,75,Greed,0.0114046666666666,0.0,0.0,86008684800.0,0.796,157100000.0,2376524838793.0137,59.06302631496266,30220402191.467663,119418.91405141471,843.449638843771,50,6389.77001953125,98.66000366210938,15.029999732971191,3309.10009765625,919884194.7454996,19898450.0,12934438036.770037
2025-07-29,117938.5859375,119273.8671875,116987.3671875,117922.1484375,68463107433.0,116858.60950954084,112543.92112190518,99917.47643900024,57.8692725080477,2000.46997338922,2442.909022371016,-442.4390489817965,52.55729962731126,47.99696568587619,120182.59778229451,116256.5076864555,118219.552734375,0.0332101585992333,2672.042348374004,75730719912.35,0.9040334954195408,1,1,1,0,0,0,0,-4.5753,0.3709,-6.1757,0,HOLD,73,Greed,0.009807,0.0,0.0,84789339846.0,0.952,80000000.0,2349472897426.4688,59.72,43433742203.62158,118003.30201607826,822.2765976915088,25,6370.85986328125,98.91000366210938,15.979999542236328,3323.39990234375,710531240.0792824,19898856.25,13288768254.758938
2025-07-30,117921.9921875,118780.7265625,115800.828125,117831.1875,68896148592.0,116951.23598482266,112751.2649014383,100095.72232020422,57.48547215292605,1844.2631647183296,2323.1798508404786,-478.9166861221488,50.2065666449228,50.39345569894554,119985.18345401411,116638.32045223589,118311.751953125,0.0282885085084724,2694.032069025861,74379947055.55,0.9262731598954425,1,1,1,0,0,0,0,-3.0667,-0.3673,-9.5761,0,HOLD,74,Greed,0.008859,0.0,0.0,83576288966.0,1.01,47100000.0,2345126504020.1143,59.494069300889954,42860287143.68828,117853.30892863822,805.1438193193468,50,6362.89990234375,99.94000244140624,15.479999542236328,3295.800048828125,869131963.3112651,19899259.375,10499712187.637217
2025-07-31,117833.6328125,118919.984375,115505.21875,115758.203125,69370346018.0,116837.6138076967,112869.18404746034,100251.56790035144,49.43824629785502,1535.4953939395054,2165.642959460284,-630.1475655207787,38.76350420619329,47.17579015947578,120225.71019327124,116221.91480672876,118223.8125,0.0338662347447345,2745.513037309728,73502046302.2,0.9437879556820402,1,1,1,0,0,0,0,-0.5929,1.4972,-12.239,0,HOLD,72,Greed,0.0074473333333333,0.0,0.0,84124892247.0,1.043,-114800000.0,2343717963709.7124,59.74,43054424656.58649,117833.24087995924,793.8734614175534,50,6339.39013671875,100.02999877929688,16.719999313354492,3293.199951171875,976980455.1090132,19899656.25,9759826295.827438
2025-08-01,115738.953125,116060.7734375,112724.4453125,113320.0859375,91294530181.0,116502.61115339224,112886.86647452072,100381.6029056962,41.99257550321745,1081.5911210337072,1948.832591774969,-867.2414707412618,24.501474798271907,37.823848549796,120977.9281750745,115058.18276242552,118018.05546875,0.0501596589533409,2787.71411500189,75790544796.05,1.2045635827882055,1,1,1,0,0,0,0,0.7248,3.6472,-8.32,1,BUY,65,Greed,0.0058163333333333,0.0,0.0,83627213633.0,1.154,-812300000.0,2302199162425.1206,59.74068922944987,45238249453.35885,115700.00243915782,783.0023910772859,50,6238.009765625,98.69000244140624,20.3799991607666,3347.699951171875,957948368.3211752,19900246.875,15497763392.27134
2025-08-02,113320.390625,114021.6015625,112005.765625,112526.9140625,56870866000.0,116123.97333521204,112872.75069365716,100502.45177292808,39.88792663857709,650.3693203692237,1689.13993749382,-1038.7706171245964,10.196075572815804,24.487018192427,121483.05207530926,113894.13854969076,117688.5953125,0.0644829985901994,2732.579959466041,76183033505.7,0.7465030385767578,1,0,1,0,0,0,0,2.2227,3.3107,-9.9759,1,BUY,55,Greed,0.0062926666666666,0.0,0.0,82682804338.0,1.503,,2253609880959.403,61.31,65794680822.25255,113234.6051343189,756.4574114847068,25,,,,,919884194.7454996,19900646.875,3157274637.023201
2025-08-03,112525.8046875,114747.421875,111943.8046875,114217.671875,48099615826.0,115942.42081519184,112925.49270076863,100638.92162469,46.09049118651064,439.98113314925286,1439.3081766249068,-999.327043475654,13.836651949345764,16.17806744014449,121358.83459552286,113455.15290447716,117406.99375,0.067318661679349,2737.6540471827525,69500693326.95001,0.6920738991728677,1,1,1,0,0,0,0,2.871,-1.2139,-9.4953,1,HOLD,53,Neutral,0.0045,0.0,0.0,79685076799.0,1.554,,2240413983638.112,60.55733552009611,33543439044.09785,112554.90232221724,736.6587769385911,25,,,,,983324484.0382924,19901043.75,3752362442.6492014
2025-08-04,114223.921875,115729.46875,114130.40625,115071.8828125,35783028986.0,115859.5124339831,113009.664862013,100782.53317879756,48.95613085174745,338.2752363740874,1219.101588574743,-880.8263522006555,23.72841811516022,15.920381879107262,121353.28484495026,113190.17218629977,117271.728515625,0.06960853022272,2656.3260795268416,66373761717.20002,0.5391140724924022,1,1,1,0,0,0,0,1.4051,-0.6927,-11.1146,1,HOLD,64,Greed,0.0079613333333333,0.0,0.0,79555876721.0,1.494,-323500000.0,2272802075267.0376,60.94,24689273719.085533,114199.10966460756,751.4001548118117,25,6329.93994140625,98.77999877929688,17.520000457763672,3374.39990234375,1084828946.9067616,19901650.0,11845762258.67677
2025-08-05,115072.1875,115117.4375,112701.109375,114141.4453125,61039182286.0,115695.88699384184,113054.04840909092,100915.45767764038,46.0826991754408,180.51320629240945,1011.3839121182764,-830.8707058258668,30.593186037522056,22.71941870067601,121290.00357469788,112793.74720655216,117041.87539062502,0.0725915945877459,2639.18336848921,65817619378.000015,0.927398816044124,1,1,1,0,0,0,0,2.0667,-1.509,-8.2545,1,HOLD,60,Greed,0.0085463333333333,0.0,0.0,79253484852.0,1.404,-196200000.0,2292395156144.1514,59.55850636182743,32488023582.82734,115138.68613070175,768.5544340737234,50,6299.18994140625,98.77999877929688,17.850000381469727,3381.89990234375,875475992.2405444,19902043.75,9313301817.800478
2025-08-06,114140.9140625,115737.8359375,113372.25,115028.0,56379133510.0,115632.27870871406,113131.45827540108,101055.88098433054,49.145549419911134,125.57565686896852,834.2222610684148,-708.6466041994463,34.543048932497115,29.621551028393128,121029.42184658052,112628.1445596695,116828.783203125,0.0719110227511666,2619.6406948471235,65018383963.60001,0.8671260353312285,1,1,1,0,0,0,0,3.7198,1.6049,-7.8515,1,HOLD,54,Neutral,0.0073393333333333,0.0,0.0,79063680968.0,1.468,91600000.0,2271583255077.356,60.13,37316213251.97167,114128.35408881678,754.7878000846929,50,6345.06005859375,98.18000030517578,16.770000457763672,3380.0,913540165.8162204,19902634.375,7655906247.251752
2025-08-07,115030.0546875,117676.90625,114279.7109375,117496.8984375,64051649681.0,115809.86154002702,113302.65200724808,101219.47319779493,56.5482075670658,278.05151878086326,722.9881126109046,-444.9365938300414,45.52218361738214,36.88613952913377,120980.33860960136,112626.59498414869,116803.466796875,0.0715196548059666,2675.1803103937577,64323676458.40002,0.995770969689894,1,1,1,0,0,0,0,1.0507,-1.8065,-12.3403,1,HOLD,62,Greed,0.0051569999999999,0.0,0.0,78403871085.0,1.182,277400000.0,2289295036528.6577,59.69977400399242,32052509631.058872,115022.09576830892,769.8555506826906,50,6340.0,98.4000015258789,16.56999969482422,3400.300048828125,1021388657.6139684,19903121.875,8976136352.994701
